"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1960,"Jack Twyman","F","6-6","210","Cincinnati Royals","Western All-Star Fan Vote Selection","1955 Rnd 2 Pick 2","United States"
1961,"Paul Arizin","GF","6-4","190","San Francisco Warriors","Eastern All-Star Coaches Selection","1950 Rnd 1 Pick 3","United States"
1961,"Wilt Chamberlain","C","7-1","265","San Francisco Warriors","Eastern All-Star Fan Vote Selection","1959 NBA Draft, Undrafted","United States"
1961,"Larry Costello","PG","6-1","186","Syracuse Nationals","Eastern All-Star Coaches Selection","1954 Rnd 2 Pick 3","United States"
1961,"Bob Cousy","PG","6-1","175","Boston Celtics","Eastern All-Star Fan Vote Selection","1950 NBA Draft, Undrafted","United States"
1961,"Tom Gola","GF","6-6","205","San Francisco Warriors","Eastern All-Star Coaches Selection","1955 NBA Draft, Undrafted","United States"
1961,"Hal Greer","G","6-2","175","Syracuse Nationals","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1961,"Richie Guerin","SG","6-4","195","New York Knicks","Eastern All-Star Fan Vote Selection","1954 Rnd 2 Pick 8","United States"
1961,"Tommy Heinsohn","PF","6-7","218","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 NBA Draft, Undrafted","United States"
1961,"Willie Naulls","F","6-6","225","New York Knicks","Eastern All-Star Coaches Selection","1956 Rnd 2 Pick 2","United States"
1961,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Coaches Selection","1956 Rnd 1 Pick 2","United States"
1961,"Dolph Schayes","FC","6-7","195","Syracuse Nationals","Eastern All-Star Fan Vote Selection","1948 Rnd 1 Pick 4","United States"
1961,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1961,"Walter Dukes","C","7-0","220","Detroit Pistons","Western All-Star Coaches Selection","1953 NBA Draft, Undrafted","United States"
1961,"Wayne Embry","C","6-8","240","Cincinnati Royals","Western All-Star Coaches Selection","1958 Rnd 3 Pick 7","United States"
1961,"Cliff Hagan","GF","6-4","210","St. Louis Hawks","Western All-Star Coaches Selection","1953 Rnd 3 Pick 6","United States"
1961,"Bailey Howell","SF","6-7","210","Detroit Pistons","Western All-Star Coaches Selection","1959 Rnd 1 Pick 2","United States"
1961,"Hot Rod Hundley","G","6-4","185","Los Angeles Lakers","Western All-Star Coaches Selection","1957 Rnd 1 Pick 1","United States"
1961,"Clyde Lovellette","FC","6-10","234","St. Louis Hawks","Western All-Star Fan Vote Selection","1952 Rnd 1 Pick 10","United States"
1961,"Bob Pettit","FC","6-9","205","St. Louis Hawks","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 2","United States"
1961,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1961,"Gene Shue","G","6-2","170","Detroit Pistons","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 3","United States"
1961,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Coaches Selection","1960 Rnd 1 Pick 2","United States"
1962,"Paul Arizin","GF","6-4","190","San Francisco Warriors","Eastern All-Star Coaches Selection","1950 Rnd 1 Pick 3","United States"
1962,"Wilt Chamberlain","C","7-1","265","San Francisco Warriors","Eastern All-Star Fan Vote Selection","1959 NBA Draft, Undrafted","United States"
1962,"Larry Costello","PG","6-1","186","Syracuse Nationals","Eastern All-Star Coaches Selection","1954 Rnd 2 Pick 3","United States"
1962,"Bob Cousy","PG","6-1","175","Boston Celtics","Eastern All-Star Fan Vote Selection","1950 NBA Draft, Undrafted","United States"
1962,"Tom Gola","GF","6-6","205","San Francisco Warriors","Eastern All-Star Coaches Selection","1955 NBA Draft, Undrafted","United States"
1962,"Johnny Green","SF","6-5","200","New York Knicks","Eastern All-Star Coaches Selection","1959 Rnd 1 Pick 5","United States"
1962,"Hal Greer","G","6-2","175","Syracuse Nationals","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1962,"Richie Guerin","SG","6-4","195","New York Knicks","Eastern All-Star Fan Vote Selection","1954 Rnd 2 Pick 8","United States"
1962,"Tommy Heinsohn","PF","6-7","218","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 NBA Draft, Undrafted","United States"
1962,"Sam Jones","GF","6-4","198","Boston Celtics","Eastern All-Star Coaches Selection","1956 Rnd 8 Pick 3","United States"
1962,"Willie Naulls","F","6-6","225","New York Knicks","Eastern All-Star Coaches Selection","1956 Rnd 2 Pick 2","United States"
1962,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Coaches Selection","1956 Rnd 1 Pick 2","United States"
1962,"Dolph Schayes","FC","6-7","195","Syracuse Nationals","Eastern All-Star Fan Vote Selection","1948 Rnd 1 Pick 4","United States"
1962,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1962,"Walt Bellamy","C","6-11","225","Chicago Packers","Western All-Star Fan Vote Selection","1961 Rnd 1 Pick 1","United States"
1962,"Wayne Embry","C","6-8","240","Cincinnati Royals","Western All-Star Coaches Selection","1958 Rnd 3 Pick 7","United States"
1962,"Cliff Hagan","GF","6-4","210","St. Louis Hawks","Western All-Star Coaches Selection","1953 Rnd 3 Pick 6","United States"
1962,"Bailey Howell","SF","6-7","210","Detroit Pistons","Western All-Star Coaches Selection","1959 Rnd 1 Pick 2","United States"
1962,"Bob Pettit","FC","6-9","205","St. Louis Hawks","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 2","United States"
1962,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1962,"Frank Selvy","SG","6-3","180","Los Angeles Lakers","Western All-Star Coaches Selection","1954 Rnd 1 Pick 1","United States"
1962,"Gene Shue","G","6-2","170","Detroit Pistons","Western All-Star Coaches Selection","1954 Rnd 1 Pick 3","United States"
1962,"Jack Twyman","F","6-6","210","Cincinnati Royals","Western All-Star Coaches Selection","1955 Rnd 2 Pick 2","United States"
1962,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1963,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1963,"Walt Bellamy","C","6-11","225","Chicago Zephyrs","Western All-Star Coaches Selection","1961 Rnd 1 Pick 1","United States"
1963,"Wilt Chamberlain","C","7-1","265","San Francisco Warriors","Western All-Star Fan Vote Selection","1959 NBA Draft, Undrafted","United States"
1963,"Terry Dischinger","GF","6-7","189","Chicago Zephyrs","Western All-Star Coaches Selection","1962 Rnd 2 Pick 1","United States"
1963,"Bailey Howell","SF","6-7","210","Detroit Pistons","Western All-Star Coaches Selection","1959 Rnd 1 Pick 2","United States"
1963,"Rudy LaRusso","FC","6-7","220","Los Angeles Lakers","Western All-Star Coaches Selection","1959 Rnd 2 Pick 4","United States"
1963,"Tom Meschery","F","6-6","215","San Francisco Warriors","Western All-Star Coaches Selection","1961 Rnd 1 Pick 7","China"
1963,"Don Ohl","SG","6-3","190","Detroit Pistons","Western All-Star Coaches Selection","1958 Rnd 5 Pick 5","United States"
1963,"Bob Pettit","FC","6-9","205","St. Louis Hawks","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 2","United States"
1963,"Guy Rodgers","PG","6-0","185","San Francisco Warriors","Western All-Star Fan Vote Selection","1958 NBA Draft, Undrafted","United States"
1963,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1963,"Lenny Wilkens","PG","6-1","180","St. Louis Hawks","Western All-Star Coaches Selection","1960 Rnd 1 Pick 6","United States"
1963,"Bob Cousy","PG","6-1","175","Boston Celtics","Eastern All-Star Fan Vote Selection","1950 NBA Draft, Undrafted","United States"
1963,"Wayne Embry","C","6-8","240","Cincinnati Royals","Eastern All-Star Coaches Selection","1958 Rnd 3 Pick 7","United States"
1963,"Tom Gola","GF","6-6","205","New York Knicks","Eastern All-Star Coaches Selection","1955 NBA Draft, Undrafted","United States"
1963,"Johnny Green","SF","6-5","200","New York Knicks","Eastern All-Star Coaches Selection","1959 Rnd 1 Pick 5","United States"
1963,"Hal Greer","G","6-2","175","Syracuse Nationals","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1963,"Richie Guerin","SG","6-4","195","New York Knicks","Eastern All-Star Coaches Selection","1954 Rnd 2 Pick 8","United States"
1963,"Tommy Heinsohn","PF","6-7","218","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 NBA Draft, Undrafted","United States"
1963,"Red Kerr","FC","6-9","230","Syracuse Nationals","Eastern All-Star Coaches Selection","1954 Rnd 1 Pick 6","United States"
1963,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1963,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 1 Pick 2","United States"
1963,"Lee Shaffer","SF","6-7","220","Syracuse Nationals","Eastern All-Star Coaches Selection","1960 Rnd 1 Pick 5","United States"
1963,"Jack Twyman","F","6-6","210","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1955 Rnd 2 Pick 2","United States"
1964,"Len Chappell","PF","6-8","240","New York Knicks","Eastern All-Star Coaches Selection","1962 Rnd 1 Pick 4","United States"
1964,"Wayne Embry","C","6-8","240","Cincinnati Royals","Eastern All-Star Coaches Selection","1958 Rnd 3 Pick 7","United States"
1964,"Tom Gola","GF","6-6","205","New York Knicks","Eastern All-Star Coaches Selection","1955 NBA Draft, Undrafted","United States"
1964,"Hal Greer","G","6-2","175","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1958 Rnd 2 Pick 6","United States"
1964,"Tommy Heinsohn","PF","6-7","218","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 NBA Draft, Undrafted","United States"
1964,"Sam Jones","GF","6-4","198","Boston Celtics","Eastern All-Star Coaches Selection","1956 Rnd 8 Pick 3","United States"
1964,"Jerry Lucas","FC","6-8","230","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1962 NBA Draft, Undrafted","United States"
1964,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1964,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 1 Pick 2","United States"
1964,"Chet Walker","F","6-6","212","Philadelphia Sixers","Eastern All-Star Coaches Selection","1962 Rnd 2 Pick 5","United States"
1964,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1964,"Walt Bellamy","C","6-11","225","Baltimore Bullets","Western All-Star Fan Vote Selection","1961 Rnd 1 Pick 1","United States"
1964,"Wilt Chamberlain","C","7-1","265","San Francisco Warriors","Western All-Star Coaches Selection","1959 NBA Draft, Undrafted","United States"
1964,"Terry Dischinger","GF","6-7","189","Baltimore Bullets","Western All-Star Coaches Selection","1962 Rnd 2 Pick 1","United States"
1964,"Bailey Howell","SF","6-7","210","Detroit Pistons","Western All-Star Coaches Selection","1959 Rnd 1 Pick 2","United States"
1964,"Don Ohl","SG","6-3","190","Detroit Pistons","Western All-Star Coaches Selection","1958 Rnd 5 Pick 5","United States"
1964,"Bob Pettit","FC","6-9","205","St. Louis Hawks","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 2","United States"
1964,"Guy Rodgers","PG","6-0","185","San Francisco Warriors","Western All-Star Fan Vote Selection","1958 NBA Draft, Undrafted","United States"
1964,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1964,"Lenny Wilkens","PG","6-1","180","St. Louis Hawks","Western All-Star Coaches Selection","1960 Rnd 1 Pick 6","United States"
1965,"Larry Costello","PG","6-1","186","Philadelphia Sixers","Eastern All-Star Coaches Selection","1954 Rnd 2 Pick 3","United States"
1965,"Wayne Embry","C","6-8","240","Cincinnati Royals","Eastern All-Star Coaches Selection","1958 Rnd 3 Pick 7","United States"
1965,"Johnny Green","SF","6-5","200","New York Knicks","Eastern All-Star Coaches Selection","1959 Rnd 1 Pick 5","United States"
1965,"Hal Greer","G","6-2","175","Philadelphia Sixers","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1965,"Tommy Heinsohn","PF","6-7","218","Boston Celtics","Eastern All-Star Coaches Selection","1956 NBA Draft, Undrafted","United States"
1965,"Luke Jackson","FC","6-9","240","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1964 Rnd 1 Pick 4","United States"
1965,"Sam Jones","GF","6-4","198","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 8 Pick 3","United States"
1965,"Jerry Lucas","FC","6-8","230","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1962 NBA Draft, Undrafted","United States"
1965,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Coaches Selection","1964 Rnd 2 Pick 1","United States"
1965,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1965,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 1 Pick 2","United States"
1965,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
1965,"Walt Bellamy","C","6-11","225","Baltimore Bullets","Western All-Star Coaches Selection","1961 Rnd 1 Pick 1","United States"
1965,"Wilt Chamberlain","C","7-1","265","San Francisco Warriors","Western All-Star Fan Vote Selection","1959 NBA Draft, Undrafted","United States"
1965,"Terry Dischinger","GF","6-7","189","Detroit Pistons","Western All-Star Coaches Selection","1962 Rnd 2 Pick 1","United States"
1965,"Gus Johnson","FC","6-6","230","Baltimore Bullets","Western All-Star Coaches Selection","1963 Rnd 2 Pick 2","United States"
1965,"Don Ohl","SG","6-3","190","Baltimore Bullets","Western All-Star Coaches Selection","1958 Rnd 5 Pick 5","United States"
1965,"Bob Pettit","FC","6-9","205","St. Louis Hawks","Western All-Star Fan Vote Selection","1954 Rnd 1 Pick 2","United States"
1965,"Nate Thurmond","FC","6-11","225","San Francisco Warriors","Western All-Star Coaches Selection","1963 Rnd 1 Pick 3","United States"
1965,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1965,"Lenny Wilkens","PG","6-1","180","St. Louis Hawks","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 6","United States"
1966,"Wilt Chamberlain","C","7-1","265","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1959 NBA Draft, Undrafted","United States"
1966,"Hal Greer","G","6-2","175","Philadelphia Sixers","Eastern All-Star Coaches Selection","1958 Rnd 2 Pick 6","United States"
1966,"John Havlicek","GF","6-5","200","Boston Celtics","Eastern All-Star Fan Vote Selection","1962 Rnd 1 Pick 7","United States"
1966,"Sam Jones","GF","6-4","198","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 8 Pick 3","United States"
1966,"Jerry Lucas","FC","6-8","230","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1962 NBA Draft, Undrafted","United States"
1966,"Willis Reed","FC","6-9","240","New York Knicks","Eastern All-Star Coaches Selection","1964 Rnd 2 Pick 1","United States"
1966,"Oscar Robertson","G","6-5","220","Cincinnati Royals","Eastern All-Star Fan Vote Selection","1960 Rnd 1 Pick 1","United States"
1966,"Bill Russell","C","6-10","215","Boston Celtics","Eastern All-Star Fan Vote Selection","1956 Rnd 1 Pick 2","United States"
1966,"Adrian Smith","PG","6-1","180","Cincinnati Royals","Eastern All-Star Coaches Selection","1958 Rnd 15 Pick 1","United States"
1966,"Chet Walker","F","6-6","212","Philadelphia Sixers","Eastern All-Star Coaches Selection","1962 Rnd 2 Pick 5","United States"
1966,"Rick Barry","F","6-7","205","San Francisco Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1966,"Zelmo Beaty","FC","6-9","225","St. Louis Hawks","Western All-Star Coaches Selection","1962 Rnd 1 Pick 3","United States"
1966,"Dave DeBusschere","F","6-6","220","Detroit Pistons","Western All-Star Coaches Selection","1962 NBA Draft, Undrafted","United States"
1966,"Bailey Howell","SF","6-7","210","Baltimore Bullets","Western All-Star Fan Vote Selection","1959 Rnd 1 Pick 2","United States"
1966,"Rudy LaRusso","FC","6-7","220","Los Angeles Lakers","Western All-Star Coaches Selection","1959 Rnd 2 Pick 4","United States"
1966,"Eddie Miles","SG","6-4","195","Detroit Pistons","Western All-Star Coaches Selection","1963 Rnd 1 Pick 4","United States"
1966,"Don Ohl","SG","6-3","190","Baltimore Bullets","Western All-Star Coaches Selection","1958 Rnd 5 Pick 5","United States"
1966,"Guy Rodgers","PG","6-0","185","San Francisco Warriors","Western All-Star Fan Vote Selection","1958 NBA Draft, Undrafted","United States"
1966,"Nate Thurmond","FC","6-11","225","San Francisco Warriors","Western All-Star Fan Vote Selection","1963 Rnd 1 Pick 3","United States"
1966,"Jerry West","SG","6-2","185","Los Angeles Lakers","Western All-Star Fan Vote Selection","1960 Rnd 1 Pick 2","United States"
1967,"Rick Barry","F","6-7","205","San Francisco Warriors","Western All-Star Fan Vote Selection","1965 Rnd 1 Pick 2","United States"
1967,"Elgin Baylor","F","6-5","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1956 Rnd 14 Pick 2","United States"
